distance_from_center,frame_0_right,frame_0_left,frame_1_right,frame_1_left,frame_2_right,frame_2_left,frame_3_right,frame_3_left,frame_4_right,frame_4_left,frame_5_right,frame_5_left,frame_6_right,frame_6_left,frame_7_right,frame_7_left,frame_8_right,frame_8_left,frame_9_right,frame_9_left,frame_10_right,frame_10_left,frame_11_right,frame_11_left,frame_12_right,frame_12_left,frame_13_right,frame_13_left,frame_14_right,frame_14_left,overall_mean
0.525,0.23387738853503184,0.4065040650406504,0.4807692307692308,0.28761356082428535,0.5156963075646521,0.631578947368421,0.45407098121085593,0.6740890688259108,1.0,0.0,0.8395475492249687,0.7611159546643417,0.04617792851552308,0.026497277676950995,0.443207126948775,0.015688553166763507,0.5008828722778104,0.37837837837837834,0.5462046204620461,0.9151041666666667,0.10067114093959731,0.9121722846441945,0.3957671957671957,0.2036793692509855,0.10759493670886079,0.5050136736554238,0.12412177985948478,0.2200546234880999,0.47058823529411775,0.39796677411356307,0.41982113306142615
0.5750000000000001,0.14112261146496816,0.18699186991869918,0.3317307692307693,0.28030135165078657,0.4280182547365509,0.7368421052631579,0.5824634655532358,0.9985829959514169,0.573800181104739,0.0,0.7490573942186847,0.8727114210985177,0.03443777719801722,0.13248638838475496,1.0,0.1281231841952353,0.815577790857367,0.18918918918918914,0.2524752475247524,1.0,0.3288590604026846,1.0,0.36428571428571427,0.03942181340341656,0.056962025316455715,0.3628076572470374,0.10304449648711943,0.12212251268045259,0.4264705882352941,0.5435159930572774,0.42604672862187637
0.625,0.0973328025477707,0.21951219512195122,0.4375,0.2858409040549523,0.35596736274374224,0.4210526315789474,0.24947807933194155,1.0,0.18744340476909152,0.0,0.6455802262253877,1.0,0.09731280980954865,0.576043557168784,0.6258351893095769,0.19610691458454385,0.6543064547773199,1.0,0.9686468646864685,0.8427083333333333,0.36241610738255037,0.2765917602996254,0.1706349206349206,0.023653088042049936,0.09493670886075951,0.12055606198723792,0.03466042154566744,0.08934841982052283,0.5220588235294118,0.8931316637738654,0.4149551901973323
0.675,0.03801751592356688,0.04065040650406504,0.20673076923076925,0.18745845335696876,0.41183792006638087,1.0,0.3183716075156577,0.853238866396761,0.09930576516752189,0.0,0.37578550481776296,0.8334786399302527,0.15314375163057656,0.8110707803992739,0.2583518930957684,0.27948866937826844,1.0,0.9729729729729728,0.5841584158415841,0.7541666666666667,0.5503355704697988,0.04269662921348315,0.1505291005291005,0.05650459921156373,0.03164556962025316,0.02347310847766636,0.04473067915690866,0.04955130706203668,0.8676470588235295,0.6984874783039919,0.3897943233254383
0.7250000000000001,0.004378980891719745,0.10569105691056911,0.2980769230769231,0.3492133835586084,0.39344489005670036,0.7719298245614036,0.22338204592901878,0.5945344129554656,0.098098400241473,0.0,0.27775450356095516,0.6774193548387097,0.06522306287503261,0.36134301270417424,0.16926503340757237,0.40180127832655427,0.7612320973121444,0.48648648648648646,0.11716171617161716,0.171875,0.5167785234899328,0.004868913857677902,0.11931216931216931,0.09461235216819974,0.1265822784810127,0.015724703737465814,0.031147540983606555,0.017947717518532972,1.0,1.0,0.3085095221137909
0.775,0.009554140127388535,0.37398373983739835,0.1298076923076923,0.5521825836472413,0.417369658415157,0.49122807017543857,0.30480167014613785,0.3819838056680162,0.1729550256565047,0.0,0.18977796397151236,0.5649520488230165,0.023480302635011743,0.0453720508166969,0.21603563474387527,0.458163858221964,0.9858740435550323,0.5405405405405406,0.036303630363036306,0.15625,0.46979865771812085,0.014232209737827713,0.04894179894179894,0.0013140604467805517,0.25632911392405067,0.007520510483135825,0.007494145199063231,0.009364026531408507,0.8970588235294119,0.7366724522687824,0.2833114086144014
0.8250000000000001,0.0017914012738853501,1.0,0.125,0.970086417017505,0.2411837920066381,0.2280701754385965,0.3517745302713987,0.18724696356275303,0.3344400845155448,0.0,0.05948889819857562,0.5026155187445509,0.02478476389251239,0.09600725952813066,0.12472160356347438,0.6615339918651946,0.3411810869138709,0.10810810810810809,0.3547854785478548,0.10104166666666667,0.8456375838926176,0.0029962546816479393,0.022751322751322748,0.009198423127463865,0.07911392405063292,0.025296262534184134,0.019906323185011707,0.011314865392118612,0.6323529411764707,0.5197123729233821,0.2660714004610037
0.875,0.006767515923566878,0.934959349593496,1.0,1.0,0.08740146591066243,0.5263157894736842,0.2818371607515658,0.15323886639676115,0.33353456082100824,0.0,0.013824884792626729,0.3308631211857018,0.015131750587007569,0.20018148820326678,0.178173719376392,0.8628704241719929,0.12713360800470863,0.3513513513513513,0.15181518151815182,0.03125,1.0,0.003745318352059925,0.02328042328042328,0.1616294349540079,0.031645569620253174,0.03965360072926162,0.008430913348946134,0.005462348809988296,0.7205882352941176,0.39077609719811546,0.2990620726549705
0.925,0.004378980891719745,0.0813008130081301,0.9855769230769231,0.7551517837358742,0.009403955192919375,0.4210526315789474,0.18162839248434237,0.05769230769230769,0.2635073951101721,0.0,0.009635525764558023,0.05536181342632956,0.013827289329506911,0.11869328493647913,0.24944320712694878,1.0,0.08907200313910144,0.16216216216216212,0.31683168316831684,0.06927083333333334,0.40939597315436244,0.003370786516853932,0.014285714285714284,0.026281208935611037,0.0189873417721519,0.05150410209662716,0.011709601873536297,0.0011705033164260631,0.5955882352941178,0.41953880485990575,0.213194108575446
0.9750000000000001,0.003383757961783439,0.0,0.3990384615384615,0.24972302237979171,0.0017978149633522337,0.052631578947368425,0.006263048016701461,0.013562753036437246,0.15227890129791732,0.003067484662576687,0.0020946795140343527,0.007846556233653006,0.004956952778502479,0.01234119782214156,0.004454342984409799,0.6664729808251018,0.03884638022366097,0.37837837837837834,0.608910891089109,0.12239583333333333,0.38255033557046986,0.007677902621722846,0.009523809523809523,0.0,0.0,0.02210574293527803,0.034426229508196717,0.0023410066328521267,0.31617647058823534,0.3563104388792462,0.1286518984082175
